"","user","tweet","HCCA_category","true_label","HCCA_label","true_category"
"492","matt_garber","@strawpoll Steve Jobs. The movie stops short, but the next act includes Jobs' triumphant return and Apple's ""resurrection"".","Junk",1,1,"Junk"
"493","adamcr","All of my jobs run tonight. Ugh!","Personal",1,5,"Junk"
"494","PROpenMic","RT @heatherhuhman: 110 PR internships/entry-level jobs listed in the LinkedIn Group #PRintern | #EntryPR - http://tinyurl.com/d7n4np Join us","Other",2,4,"Advertisement"
"495","themacinjosh","Sorry, Mr. Jobs, I take any suspicion of you being Merlinn Mann back.","Personal",1,5,"Junk"
"496","theHEARTfixKIDD","I think I'm goin do my hair between jobs","Personal",5,5,"Personal"
"497","aguisalvo","RT @BarackObama: Retweet if you agree: A clear, effective legal #immigration system will create jobs and encourage innovation.","News/Politics",3,3,"News/Politics"
"498","CourtzMcMahon","@salll_XD Pft, just cause your shit at giving hand jobs. I dont think people like being punched in the stomach?","Junk",1,1,"Junk"
"499","butidigress73","@o0wabisabi0o if we have to pay career wages for low end jobs, are you willing to pay $5 for a donut?","Junk",3,1,"News/Politics"
"500","alisha0510","Its FREEZING in my apartment!  These ppl need to get on their jobs and get my ceiling fixed!","Personal",5,5,"Personal"
"501","Rocketboom","Fake Steve Jobs has been busted. The blogger is Daniel Lyons, a writer for Forbes: http://tinyurl.com/ytqjwr","Junk",1,1,"Junk"
"502","Market_JP","NEW YORK (Reuters) - Wall Street is set to end 2007 with modest gains this week and kick off the new year with all eyes trained on jobs  ...","Personal",3,5,"News/Politics"
"503","TaylorCrinklaw","RT @Autttt_Colvin: I seriously can't wait to start applying at new jobs next week.","Personal",5,5,"Personal"
"504","karsh","Why are folks i haven't seen in over 8 years using me as references for jobs? Damn you facebook!","Personal",5,5,"Personal"
"505","money4freedom","Best Source for Flexible Jobs http://bit.ly/bjKB63","Other",2,4,"Advertisement"
"506","RonDance","@changeivadollar my names help me seperate my jobs jerkface! A whole lot of people don't even know my real name I like 2 keep it that way!","Personal",5,5,"Personal"
"507","johnvsf","Hey Scotty Jobs Killing #walker, where r the jobs? The people united can never be defeated. Recall #walker ! #wiunion #wisconsin #union #wi","Personal",3,5,"News/Politics"
"508","allnewyorknews","New Jobs Site Enters the Market - http://t.co/L2E0cWub -  #NewYorkCity  #Business","News/Politics",2,3,"Advertisement"
"509","mantia","If this Apple factory rumor is true, with clean energy, American jobs, and better quality computers.... Steve Jobs for President!","Junk",1,1,"Junk"
"510","WildlifRescuTQH","States, including Arizona, expand lucrative pensions to more jobs","Personal",3,5,"News/Politics"
"511","amazon_reviews","Ok for light jobs I was remodeling a basement for a customer and gonna be hanging a b http://www.amazon.com/dp/B000051WQY","Other",5,4,"Personal"
"512","Jobs_in_USA_C","Call Center Representative JOB FAIR - Jobs in USA (United States ) - New York - http://t.co/Vzs43E8a","Advertisement",2,2,"Advertisement"
"513","JSfirm","JSfirm Aviation Jobs Planning and Scheduling Analyst: ARINC Taji, Iraq, International:ARINC‘s Taji, Iraq loca... http://twurl.nl/0erx6j #fb","Other",2,4,"Advertisement"
"514","michellefiaschi","I love 🐝 cause she always tries to help me out jobs @beonnnka YOUR A LEGEND FELICIA ILY","Personal",5,5,"Personal"
"515","TruthSupport","YourAnonNews: RT @OccupyDisabled: Meet the 40 Senate Republicans Who Betrayed Veterans By Killing $1 Billion in Jobs... http://t.co/qyZ2Q381","News/Politics",3,3,"News/Politics"
"516","Shannonsnq",":O roofing jobs http://t.co/DN1wJBoB New roof for Langleys Critter Care","Other",2,4,"Advertisement"
"517","dwescott1","Economy lost 62K jobs but unemployment rate steady - I think that means more people are so frustrated they have given up looking for work","Personal",3,5,"News/Politics"
"518","SharonGMays","hey jules, i'll take some of the jobs! i'm broke!","Personal",5,5,"Personal"
"519","ZuluJobsMS","MS Jobs | Field and telephonic Case Manager opportunities-Jackson, Rid at UnitedHe.. http://bit.ly/47njH #Job #Hiring #MSJobs","Advertisement",2,2,"Advertisement"
"520","BuildingP","State Commerce Director Announces Capital Funding for Second Round of Green Jobs Training Grants http://t.co/Na1airHU","Other",3,4,"News/Politics"
"521","sperte","Would gladly trade Matt jobs tonight","News/Politics",5,3,"Personal"
"522","GetSocWorkeJobs","Social Worker - Brockton, MA (http://tinyurl.com/yl8p5ld) Get Social Worker Jobs #SocialWorker #02303 #jobs","Advertisement",2,2,"Advertisement"
"523","NewZealandJobs2","Automotive Technician Pukekohe - Jobs in New Zealand - http://t.co/NiWzU9oz","Advertisement",2,2,"Advertisement"
"524","Darkness","Office jobs are so pointless","Personal",5,5,"Personal"
"525","TempJobsQ","Top Pay Temp Jobs $ Executive Director, Outcomes Research- Hospital &amp; Specialty, Oncology Job at Science Caree...  http://t.co/YZqG74Anx1","Advertisement",2,2,"Advertisement"
"526","sprowfkyvw7","Gee, Caroline Heldman, professor  Occidental College on Huckabee: 1.9 million jobs 4 half billion doHmkJ","Personal",3,5,"News/Politics"
"527","NurseJobsUSA","JOBS/MARYLAND: Nurse Manager: Frederick, MD -  Hospital, we admire and support the goals of a nurse like you?a... http://t.co/8Dscv5NNp0","Advertisement",2,2,"Advertisement"
"528","microsoftsubnet","4,000 unfilled jobs at Microsoft? http://www.networkworld.com/community/node/25931","Other",2,4,"Advertisement"
"529","denvertalk","Comment: In falling economy, teen jobs get scarce: Eric, you confuse me...so it is ok for illegals.. http://tinyurl.com/55loyg","Other",3,4,"News/Politics"
"530","A_Job_Finder","Central Coast, CA 1000's of Jobs are available! http://su.pr/16GOb9","Advertisement",2,2,"Advertisement"
"531","sarahchancer","Great companies to apply for holiday season jobs http://t.co/rf04Rx2d","Other",2,4,"Advertisement"
"532","DesMoinesNews","[DSM-Register] 3 doctors, director quit jobs at Broadlawns in protest: Three psychiat.. http://tinyurl.com/2drq3x","News/Politics",3,3,"News/Politics"
"533","cindymahoney1","get rid of NAFTA and bring our jobs back!","Personal",3,5,"News/Politics"
"534","GetAccountiJobs","Accounting Manager - #Fairbanks , AK (http://tinyurl.com/4geb2vm) Get Accounting Jobs #Accounting #jobs #job #GetAllJobs","Advertisement",2,2,"Advertisement"
"535","onlinejobs","Online Jobs Work From Home http://www.xanga.com/onlinejobhome","Advertisement",2,2,"Advertisement"
"536","BillNigh","RT @amberausten: 100,000 Jobs Mission Announces 64,628 U.S. Veterans Hired Through First Quarter 2013 http://t.co/l1KG5ul8h9","Other",3,4,"News/Politics"
"537","Gradle","Without grant funding, school social worker jobs could be cut: By ANGIE MASON Ginia Moorehead, a senior at York's ... http://bit.ly/bffNXZ","Other",3,4,"News/Politics"
"538","amberlrhea","Great post about sex workers & standards we place on them but not ppl in other jobs: http://tinyurl.com/6eua44","Other",3,4,"News/Politics"
"539","Polliwogette","RT @ShaneGoldmacher: His answer to many questions RT @Rebecca_CBSNJ Best thing he can do for student loan debt? Romney says create more  ...","Junk",3,1,"News/Politics"
"540","AllMilitaryNews","(Military Avenue) Stats Show More Post-9/11 Vets Finding, Keeping Jobs: Stats Show More Post-9/11 Ve... http://t.co/useKvsbexS #Military","News/Politics",3,3,"News/Politics"
"541","GregTannerMedia","RT @TheProGuide: The only way to do great work is to love what you do. –Steve Jobs","Junk",1,1,"Junk"
"542","spirit987","Looking for: &gt;&gt;&gt; Carier Making Jobs Available. Work from Home === http://bit.ly/cKdybv posted on @Oodle","Other",2,4,"Advertisement"
"543","rufo","Thank Jobs it actually shows it on the top of the Contacts screen, or I'd never figure out what it actually is.","Personal",1,5,"Junk"
"544","PTRKingdom","Legitimate Work at Home « At Home Jobs http://bit.ly/ijEJIA","Other",2,4,"Advertisement"
"545","frogdogindie","RT @LOLGOP: Shouldn't the rich just be happy we're not asking for the $800 billion in Bush tax cuts that created no jobs back? http://t. ...","News/Politics",3,3,"News/Politics"
"546","DigitalDan","at mom's, applying for a few jobs and downloading stuff","Personal",5,5,"Personal"
"547","Jose_Lugo","People need jobs","Personal",5,5,"Personal"
"548","NathanHale1775","GOP JOBS BILL H.J. Res 37: blocked in Senate #p2 #tcot #tlot http://t.co/Yb7iKCaB","News/Politics",3,3,"News/Politics"
"549","mtpleasantnews","Horry County Jobs: http://bit.ly/12tAAF","News/Politics",2,3,"Advertisement"
"550","ChadNorthrup","@brookmis @Loreen72 wow, sounds like I have some competition! I'll snap a photo of one of my wrap jobs for comparison. http://is.gd/cHUM","Other",1,4,"Junk"
"551","RexDixon","http://tinyurl.com/3a845o - CNN, FOX, MSNBC - would all have a field day, and Al Sharpton, Jesse Jackson would be all over Steve Jobs!","Junk",1,1,"Junk"
"552","iphonereviews","iPhone News IPHONE N On 'Disabling Voicemail' on the iPhone:   If Steve Jobs sa.. http://tinyurl.com/6ayh6e","Junk",1,1,"Junk"
"553","MuttAllen","I love jobs where I just stand around and eat burritos.","Personal",5,5,"Personal"
"554","Sbonacorsi","SixSigma Lean Quarterback - CI Manager - Milgard - Washington, DC - See on Scoop.it - Lean Six Sigma Jobs... http://t.co/bqK3oH1EMR","Other",2,4,"Advertisement"
"555","heyaudreyanna","16 hours, 9 classes, and 3 jobs. Somebody shoot me.","Personal",5,5,"Personal"
"556","etherius","@PhilippaJane: There really aren't any SAFE jobs on a pirate ship. Just the same, i'll be in the crow's nest, FAR from the powder stores :)","Personal",5,5,"Personal"
"557","tupelorob","@thicke Is that the next big thing Steve Jobs is so glee with in Cupertino? :)","Junk",1,1,"Junk"
"558","CareeEason","Michigan Intern Jobs Internship Designer/Cad Drafter at Snelling Staffing Services (Auburn H... http://bit.ly/kdrjGE #intern #internship","Other",2,4,"Advertisement"
"559","ZuluJobsMS","MS Jobs | Permanent Otolaryngology Physician Job in Vicksburg Mississippi with Co.. http://bit.ly/3qDybN #Job #Hiring #MSJobs","Advertisement",2,2,"Advertisement"
"560","Shaunbass","I think Steve Jobs-orino planned on iPhone hacking and is loving every bit of it.","Junk",1,1,"Junk"
"561","haleeebop","Damn this girl on law and order is 14 and giving special Ed adults blow jobs oh that was after she killed a little boy. #stupidbitch","Junk",1,1,"Junk"
"562","HannaNews","Oil prices drop as jobs data add to demand worries - The Associated Press:  [http://bit.ly/sTXCG]","News/Politics",3,3,"News/Politics"
"563","RedRach333","RT @OmgComedy: 20 years ago we had Johnny Cash, Bob Hope and Steve Jobs. Now we have no Cash, no Hope and no Jobs. Please don't let Kevi ...","Junk",1,1,"Junk"
"564","perlnews","Jobs: Workflow Coordinator -- ImageMagick & Perl http://jobs.perl.org/job/7273","News/Politics",2,3,"Advertisement"
"565","triciaryel","@thirdmetric @HuffingtonPost Incredible RT ""How two women left their dead-end jobs to do something they actually love http://t.co/TwsMMiCoV0","Other",4,4,"Other"
"566","an_article","For Noor Only by Mairas - Hi There  Article writing, as discussed.  Regards  Maira Sarfraz (Budget: 30-250 USD, Jobs... http://t.co/oJcEn1is","Other",2,4,"Advertisement"
"567","usdemocrats","Statement of President Obama on House Passage of the American Jobs and Closing Loopholes Act http://ping.fm/rIRKT","News/Politics",3,3,"News/Politics"
"568","fgsgeneg","Genius, absolute genius!RT @TeamBoehner: RT @weeklystandard: Boehner: 'Ultimate Solution To Joblessness Is More Jobs' http://t.co/uPjCaBCZvq","News/Politics",3,3,"News/Politics"
"569","btiede","Hanging out with family watching dirty jobs on the discovery channel.","Junk",1,1,"Junk"
"570","jaidenbenz","#TheNewSchool Twice The Heart (Short Film) Casting: Actor Actress jobs in Film ...: The creator of .. http://tinyurl.com/dkatwp","Other",2,4,"Advertisement"
"571","CorpChristiJobs","Corpus Christi Jobs Service Associate - Ace Cash Express -  Corpus Christi, TX: The Service Associate provides exc... http://bit.ly/b1bbNs","Advertisement",2,2,"Advertisement"
"572","GetTutoringJobs","St. Louis, MO area Spanish tutoring jobs from multiple sources are available by clicking here: http://t.co/VuhvYE2eZn","Advertisement",2,2,"Advertisement"
"573","dope_friend8757","Legit online jobs: make real money from home today. http://cli.gs/D7g0A","Other",2,4,"Advertisement"
"574","sustainfoodjobs","California: Santa Rose Junior College seeks Dean of Agriculture/Natural Resource Management! Sustainable Food Jobs: http://bit.ly/gO3leL","Advertisement",2,2,"Advertisement"
"575","EmCrokee","Skilled workers coming over and 'stealing our jobs', making excuses for lazy Brits who can't be bothered to get skills and rely on benefits","Personal",3,5,"News/Politics"
"576","mylelojobs","Jobs at Dana Airlines Limited (Dana Air) Dana Airlines Limited (Dana Air) requires the services of qualified... http://t.co/r1F7Yv9Djq","Advertisement",2,2,"Advertisement"
"577","GetPrintingJobs","Mechanical Engineer Printing Converting - Richmond, VA (http://tinyurl.com/c6tq93) Get Printing Jobs","Advertisement",2,2,"Advertisement"
"578","MandySue4","Available IT jobs opening, #in visit: http://t.co/M4OB0uxKBd |2013-05-31T01:22:47Z","Other",2,4,"Advertisement"
"579","Chevrolet___","Moms working 3 jobs, dads leaning he high","Personal",5,5,"Personal"
"580","teqaflux","Biden: GOP Should 'Stop Worrying About Their Jobs And Start Worrying About Yours': Source: http://t.co/CZZ7a7vp... http://t.co/ZbWAhwCJ","News/Politics",3,3,"News/Politics"
"581","buncai","data processing jobs	http://tinyurl.com/d6pzha","Other",2,4,"Advertisement"
"582","orbis_quintus","wrapping up a few open jobs, & in much better mood. Barely read the news this morning.","Personal",5,5,"Personal"
"583","Jeremeiah","jobs!!!! http://www.simplyhired.com/job-id/gjy2v4vopo/tax-senior-jobs/ via @addthis","Other",2,4,"Advertisement"
"584","Ntrnetwrld","ONLINE DATA ENTRY JOBS - Classified Ad http://t.co/ZDz1bHT","Other",2,4,"Advertisement"
"585","JobHonolulu","Honolulu Jobs Customer Service Specialist II - Office Depot - Honolulu, HI: Responsibilities Assist.. http://bit.ly/1LfZtu","Advertisement",2,2,"Advertisement"
"586","factormatt","eZineArticles - Fast Cash Jobs - Which Ones Pay Quick?: If you are looking for some fast cash, t.. http://ub0.cc/ln/2P","Other",2,4,"Advertisement"
"587","s_plum","And then Steve Jobs went super saiyan: http://nyti.ms/bqeUV4","Junk",1,1,"Junk"
"588","Doug_Schmeig","@screwpeta damn work should allow us to drink while working, if they did that no one would quit their jobs! I'd get a 2nd or 3rd job!","Personal",5,5,"Personal"
"589","seeminglee","[SML Pro Blog} Notchup = get paid to interview for jobs http://tinyurl.com/yv7o7d","Other",2,4,"Advertisement"
"590","maxpaluse","RT @CommercialSpy Real Writing Jobs http://t.co/BJl1RIP5  via Karlos on Pinterest http://t.co/ZwPFoTjL @CommercialSpy","Other",2,4,"Advertisement"
"591","StaffNurseJob","Nursing Jobs: Certified Nursing Assistant: Nursing CNA / Nurse Assistant at Roxborough Memorial Hospital in PA http://bit.ly/e38Zgv","Advertisement",2,2,"Advertisement"
"592","Mandarvelous","Lazin' around house today. Super excited to have today and tomorrow off from both jobs. I think mombo is putting me to work tomorrow though.","Personal",5,5,"Personal"
"593","CareerAndBizOps","PennDOT Hiring For Winter Season: The jobs do not include benefits and pay anywhere from about $12 an hour to just... http://bit.ly/cXLlfR","Advertisement",2,2,"Advertisement"
"594","FoxNews","NATIONAL: Jobs Slashed by Most in 5 Years, Feeding Recession Fears http://tinyurl.com/3dljxv","News/Politics",3,3,"News/Politics"
"595","mistretta","This PR piece makes me feel like Steve Jobs http://cunning.tv/?page=pr","Junk",1,1,"Junk"
"596","mcee_x33","RT @_Cesarrr: iPhone 4 on Verizon that's like a slap to my face Steve Jobs but whatever I'm over it!!!!!!! They still can't match us haha","Junk",1,1,"Junk"
"597","kr8tr","Business Facilities mag named TX - with a tot. of $15.4 B in invest.and 9,335 jobs to be created from new projects -- its State of the Year","Personal",3,5,"News/Politics"
"598","GetMarEnginJobs","Combat Engineer - Kenosha, WI (http://tinyurl.com/ygavlh7) Get Marine Engineering Jobs #MarineEngineering #53140 #jobs","Advertisement",2,2,"Advertisement"
"599","Mr_MSG","RT @ileducprof Kansas City is closing 50% of schools; 700 will lose their jobs; and, cut from 60 schools to 30!","Personal",3,5,"News/Politics"
"600","ladykayaker","RT @Marnus3: GOP complains there are no jobs. I thought the Bush tax cuts created tons of jobs. Where are they, Bushies? #p2","News/Politics",3,3,"News/Politics"
"601","TimAllenMDJD","RT @williamtincup: RT Why Are Millennials Looking for Jobs That Don’t Exist? http://t.co/aSyIHKLJtm @YouTernMark","Other",4,4,"Other"
"602","jde003","Oh NBA you make me sick! NBA officials not doing their jobs nor being held accountable for not doing their jobs is a shame.","Personal",5,5,"Personal"
"603","mittense","@khawkins It's absolutely the candidates. Also, I hate how extensive the campaigning period is. Politicians should be doing their jobs. :(","Personal",3,5,"News/Politics"
"604","SpecialistJobsQ","Texas Jobs $$ Senior Electrical Manager (IRC10054)Job Details at M. A. Mortenson Company (San Antonio, TX)  http://t.co/0UbCPbGL7I","Advertisement",2,2,"Advertisement"
"605","Lucylex1","working two jobs is tiring, but sometimes that's what you have to do to pay for college, and the end result is priceless= your Degree!!!!","Personal",5,5,"Personal"
"606","AshleeHier8746","Baltimore MD Dental Assistant jobs http://t.co/JRnLCPP #Dental #Baltimore #JobHunting #Jobs #Careers #Job  #hiring #MD","Advertisement",2,2,"Advertisement"
"607","Porkchop1950","@CAPcongress How much energy production does Obama shut down to promote Wind, and how many of those jobs will be lost.  U Failed to say?","News/Politics",3,3,"News/Politics"
"608","danajanezic","I think besides Mythbusters, the best show in 1080 so far is Dirty Jobs.","Junk",1,1,"Junk"
"609","Nayyaaaa_","RT @BjCorpuz_: If you do something and it turns out pretty good, you should go do something else wonderful, not dwell on it for too long.  …","Personal",5,5,"Personal"
"610","ZuluJobsPA","PA Jobs | PA needed as PRN to assist cardiology group west of Philadelphia at Community Health... http://bit.ly/a1EsR5 #Job #Hiring #PAJobs","Advertisement",2,2,"Advertisement"
"611","jazzcattrio",".@BarackObama Each time I do a jobs search on twitter, Romney's ""promoted"" tweets attacking pres. pop up 1st. Wondered if you were aware.","News/Politics",5,3,"Personal"
"612","JohnCoachesInc","@jeffborzello @BSnowScout Can be a dangerous game to play to wait for better jobs to come open. ""Up and coming"" can be a fleeting term...","Personal",5,5,"Personal"
"613","DustyNotDirty","RT @joelzjohnson: ""Bandz a make her dance. Food stamps make her twerk. If Romney gets elected, these hoes gon have to work"" These hoes n ...","News/Politics",5,3,"Personal"
"614","Sarrahh_K","I was going to apply for jobs today. Clearly that didn't happen. 😒","Personal",5,5,"Personal"
"615","BR_ClemTigers","NewsWire &gt;&gt; Clemson jobs, academics at risk - Greenville News: Clemson jobs, acade.. http://tinyurl.com/6n5xul","Other",3,4,"News/Politics"
"616","benjandpurge",".@OxyConservative you mean the corporations that create jobs??","Personal",3,5,"News/Politics"
"617","ClimateReality","#ClimateFact: The Climate Action Plan will save lives by reducing carbon pollution while creating good jobs http://t.co/b4HTbcpBSe","Other",3,4,"News/Politics"
"618","earneextramoney","Legit Online Jobs Make Real Monery Work At Home Today &gt; http://t.co/2nxx2VCw opportunities opportunity part time job surveys for","Other",2,4,"Advertisement"
"619","PermGastroJobs","Gastro jobs: Northern : NY: Gastroenterology- join 3 call 1:5; Northern New York--341 bed, acute care hospital and... http://bit.ly/cyXQOG","Advertisement",2,2,"Advertisement"
"620","whattheythink","The Digital Nirvana: Why Don’t Clients Repeat 1:1 Print Jobs? http://idek.net/WK","Other",1,4,"Junk"
"621","Big_Keesh","Fukkn A at my jobs Christmas party","Personal",5,5,"Personal"
"622","blackneon89","Steve Jobs is spoodfed™.","Junk",1,1,"Junk"
"623","alaskan","VIDEO: Unlike his opponent, @BobMcDonnell focused on what Virginians most focused on: JOBS! http://bit.ly/QFMa7 #vagov","Other",3,4,"News/Politics"
"624","PhysicianJobsWI","Nursing Jobs: Per Diem Hospice Nurse Practitioner Job: Nursing Other Positions at HCR ManorCare in WI http://bit.ly/hZxOKP","Advertisement",2,2,"Advertisement"
"625","NitaAshurst4103","Charlotte NC Marketing jobs http://bit.ly/glKqa8 #Marketing #Charlotte #JobHunting #Jobs #Careers #Job  #hiring #NC","Advertisement",2,2,"Advertisement"
"626","ChinookBookSEA","RT @seabikeblog: Pronto is hiring for all sorts of bike share jobs http://t.co/aoMIhSGL4h #SEAbikes","Other",2,4,"Advertisement"
"627","GeorgeAlexG","RT @FirstWorldPains: It is almost 2012 and we still don't have printers that can successfully cancel jobs.","Personal",1,5,"Junk"
"628","andertoons","I've got like 10 jobs lined up for the weekend, but this afternoon I really needed to relax a bit.","Personal",5,5,"Personal"
"629","SStirling","@EmilyKostic There are j-jobs out there! I just got a new one! Just be persistent and open-minded and something good will come your way.","Personal",5,5,"Personal"
"630","jjauthor","Peter Ferrara: “O's tragic jobs record reflects the dismal economic growth under his admin's throwback, Keynesian economic policies.” True!","Personal",3,5,"News/Politics"
"631","Clampants","Trying to figure out how to make iPhoto send print jobs to the proper paper tray.  Ah ha!  Success.","Personal",1,5,"Junk"
"632","Ms2Bless1","""@FirstLadyJakes: #GodPosts: ""What God knows about me is more important than what others think about me."" #MyLifeIsInHisHands We need jobs!!","Junk",5,1,"Personal"
"633","mr_two_shoes","RT @AwkwardGoogle: Mark Zuckerberg, Bill Gates, Steve Jobs, Walt Disney, Abraham Lincoln, &amp; Thomas Edison had no college degree.","Junk",1,1,"Junk"
"634","GetSpaJobs","Hair Stylist - #AuburnHills , MI (http://t.co/W4J3xq9uhQ) Get Spa Jobs #Spa #jobs #job #GetAllJobs","Advertisement",2,2,"Advertisement"
"635","vanessxo","might as well just start looking for jobs in new haven since it will be my second home for the summer and my home in august","Personal",5,5,"Personal"
"636","ohchrisoh","The Many Jobs of a Mother?s Day http://a.salary.com/1449","Other",4,4,"Other"
"637","brucekentey","Jobs, Vacancies and Careers in Nigeria: Brand Managers Ref BCRA ...: You will have a Bachelor&#39;s degree in M.. http://bit.ly/2eO0T9","Other",2,4,"Advertisement"
"638","JSfirm","JSfirm Aviation Jobs Safety Manager: RemX Specialty Staffing San Bernardino County, California:   Safety M... http://t.co/paoEftCdnl #fb","Other",2,4,"Advertisement"
"639","Nursing_Job","Nurse Jobs: *SHL *RN-AAH MEDICAL&amp;SURGICAL UNIT Job: Nursing Registered Nurse/Staff Nurse (RN) at C... http://t.co/Q23QxWF6qk #nurse #job","Advertisement",2,2,"Advertisement"
"640","usnews","Brighter Jobs Picture Lessens Recession Risk http://tinyurl.com/ys3nbs","News/Politics",3,3,"News/Politics"
"641","JD360Power","Republicans and their corporate masters don't give a shit about creating jobs. They BENEFIT from people losing theirs!","Personal",3,5,"News/Politics"
"642","SimbaMin","Part-time real online jobs. Extra income, students, moms-at-home, retired folks... http://t.co/iiwoyF6M","Other",2,4,"Advertisement"
"643","threexs","I think I'm going to go to the temp agency Monday and see about working in a different factory.... I can't find any cool jobs.","Personal",5,5,"Personal"
"644","bellevillenewsd","Scores apply for unwanted summer jobs http://tinyurl.com/cnweam","News/Politics",2,3,"Advertisement"
"645","QueenofSpain","just found out a friend's husband (2 small kids) became a cokehead in the past year and lost 3 jobs. 2nd story I've heard like this in days","Personal",5,5,"Personal"
"646","JonnyDoinThangs","@LTP66: it's the way of the future, my friend. Sports athletes are just dominating TV anchor jobs. Welcome to heartbreak, young journalists","Personal",4,5,"Other"
"647","aCerda_22","you can find me in St. Louie Where the gun play ring all day  Some got jobs and some sell yay' Others just smoke and f**k all day","Personal",5,5,"Personal"
"648","iamaishafrancis","Absolute set up!!! I hate short wigs on jobs lol RT @draico: BLAST FROM OUR PAST @iamaishafrancis  hahahaha LMFAOOO  http://t.co/P3eIVIrZ","Other",5,4,"Personal"
"649","SM00CHAM0DEL","RT @LandoSoReal: Jobs Should Already Be Set Aside For College Students That Graduate From A 4 Year College","Personal",4,5,"Other"
"650","fancycwabs","Every single male employee at the Apple store has a chinbeard. Did Jobs announce this at MacWorld?","Junk",1,1,"Junk"
"651","preciousliberty","WATCH VIDEO: Over-regulation is also a Communist technique to kill jobs #independents #jobs - http://t.co/qXbogz1N","Advertisement",3,2,"News/Politics"
"652","teampoop","wondering if Steve Jobs actually cares enough to twitter.. I can see Leo Laporte.. but Steve Jobs?","Junk",1,1,"Junk"
"653","mainelife","@StephenTiano Out of the US almost entirely by the end of January.  9500 jobs lost in Wilmington, OH.  Largest single site job loss in OH.","Personal",3,5,"News/Politics"
"654","JobsinTorfaen","Embedded Software Engineer (C/C++ on Embedded Linux) http://t.co/kcYpSBKs Jobs in Torfaen","Advertisement",2,2,"Advertisement"
"655","groone","Went live with a public beta of http://www.jobbr.us so if you're a job seeker, or an employer that wants to post jobs for free...try it out.","Other",2,4,"Advertisement"
"656","jgmilles","Waiting for Steve Jobs to invent the iEverything.","Junk",1,1,"Junk"
"657","travisreier","How about Kiffin? From fired as an offensive quality control assistant by the Jags to three of the most publicized HC jobs in football.","Personal",4,5,"Other"
"658","youngfree919","RT @BlkSportsOnline: ESPN Book Secretary Was Giving Blow Jobs in Bathroom to Support Coke Habit http://bit.ly/mEaMy8","Junk",1,1,"Junk"
"659","Iloveyouraccent","It's like the Apple store in my office, how about giving us ""Apple Miles "" Mr Jobs which equate to discounts on new products.","Junk",1,1,"Junk"
"660","PaytonG","Running the office since some people can't do their jobs apparently. &lt;br&gt;","Personal",5,5,"Personal"
"661","whitehouse_rss","(blog) Watch, Discuss, Engage Now: Green Jobs Pioneer Van Jones: Join the live chat through our Facebook a.. http://digg.com/u16atF","Other",3,4,"News/Politics"
"662","adamhudson5","Wow, I actually agree w/ Springer. -- Jerry Springer On Jobs: http://t.co/8T3DBfy7 via @youtube @TheYoungTurks #jobs #economy #unemployment","Advertisement",3,2,"News/Politics"
"663","lkshw06","RT @MagicJohnson: Good Luck to my 2 friends looking for coaching jobs, Byron Scott and Brian Shaw! Are you listening Nets and Clippers?","Personal",5,5,"Personal"
"664","ThomasOGephart","Tawteen to find 300,000 jobs for Emiratis by 2020: Nearly 300,000 jobs in seven sectors will be filled by Emirat... http://t.co/dy7TYBRO","Other",3,4,"News/Politics"
"665","WebDesignMagz","Web Developer - Westborough, MA SAP Jobs: Web Developer - Westborough, MA..... : Please go throug.. http://bit.ly/7NiSD2  #webdeveloper","Other",2,4,"Advertisement"
"666","AdsInPakistan","JOBS &amp; OTHER ADS IN PAKISTAN: jobs in master... http://t.co/dqdXACUQjs","Other",2,4,"Advertisement"
"667","MHobraczk","The Register's Editorial: Why tie insurance to jobs? http://t.co/fG9EEDUxTh via @dmregister","Other",4,4,"Other"
"668","joethegordocat","RT @deadmousesqueak: GOP Bills since 2009 113 Religion 46 Abortion 73 Family Relationshipls 72 Guns 37 Repeal Obamacare 36 Marriage 0 JOBS …","Junk",3,1,"News/Politics"
"669","perlnews","Jobs: Sr Developer/ Tester with Perl  http://jobs.perl.org/job/8034","News/Politics",2,3,"Advertisement"
"670","rholtzman","RT @edshow: Brand new information about outsourcing jobs during Mitt Romney’s time at Bain. Tweet and we may share right now on #edshow!","News/Politics",3,3,"News/Politics"
"671","jserna","I'm reading: Reading Steve Jobs http://tinyurl.com/2gb6u6","Junk",1,1,"Junk"
"672","ItsDosEquisMan","He took the bite out of Steve Jobs apple.","Junk",1,1,"Junk"
"673","JeaniceMcdavis8","Attorney jobs are widely available, but to get a job in this particular field is quite difficult due to the toug... http://t.co/2pFKEsV9","Other",4,4,"Other"
"674","DrMarthaCastro","New jobs created despite global recession|VietNamNet Bridge ? Over 1.5 million new jobs were created in Viet Nam .. http://oohja.com/x551C","Other",3,4,"News/Politics"
"675","cjfaraway","RT @MichaelH14: That #weallpayforyourbenefits prog. just became a typical divide and rule device - where was the mention of how many jobs t…","Personal",4,5,"Other"
"676","Youxia88","RT @BarryWhite4: Romney lost because he offered jobs to a country that doesn't want to work. #NOBAMA","News/Politics",3,3,"News/Politics"
"677","GetImmAttorJobs","Immigration Attorney - Denver, CO (http://tinyurl.com/yehcga6) Get Immigration Attorney Jobs #ImmigrationAttorney #80211","Advertisement",2,2,"Advertisement"
"678","NateNDuke","My uncles tell me I need to take some English and journalism classes. And hard science majors always have jobs apparently","Personal",5,5,"Personal"
